window,gene,category,count,count_ols
50kb,nell2a,sig. negative,13,13
50kb,nell2a,sig. positive,16,16
50kb,nes,sig. negative,1,1
50kb,nes,sig. positive,1,1
50kb,neu3.5,sig. negative,2,2
50kb,nf2b,sig. negative,13,13
50kb,nf2b,sig. positive,20,20
50kb,nfixb,sig. negative,5,5
50kb,nfixb,sig. positive,8,8
50kb,niban2b,sig. negative,1,1
50kb,nid1a,sig. negative,19,19
50kb,nid1a,sig. positive,18,18
50kb,nid1b,sig. negative,7,7
50kb,nid1b,sig. positive,10,10
50kb,nifk,sig. negative,3,3
50kb,nifk,sig. positive,3,3
50kb,nipblb,sig. positive,1,1
50kb,nit1,sig. negative,15,15
50kb,nit1,sig. positive,16,16
50kb,nitr2b,sig. negative,2,2
50kb,nitr4a,sig. negative,1,1
50kb,nitr4a,sig. positive,1,1
50kb,nitr6b,sig. negative,3,3
50kb,nitr6b,sig. positive,5,5
50kb,nkap,sig. negative,3,3
50kb,nkap,sig. positive,4,4
50kb,nkl.4,sig. negative,17,17
50kb,nkl.4,sig. positive,18,18
50kb,nkrf,sig. negative,1,1
50kb,nkrf,sig. positive,1,1
50kb,nkx2.2b,sig. negative,7,7
50kb,nkx2.2b,sig. positive,9,9
50kb,nkx2.7,sig. negative,8,8
50kb,nkx2.7,sig. positive,7,7
50kb,nkx3.3,sig. negative,3,3
50kb,nkx3.3,sig. positive,4,4
50kb,nlrc9,sig. negative,1,1
50kb,nme6,sig. positive,1,1
50kb,nol10,sig. negative,1,1
50kb,nol4lb,sig. negative,6,6
50kb,nol4lb,sig. positive,3,3
50kb,nolc1,sig. positive,2,2
50kb,nomo,sig. negative,1,1
50kb,nomo,sig. positive,1,1
50kb,nos1,sig. negative,3,3
50kb,nos1,sig. positive,2,2
50kb,nos1apb,sig. negative,14,14
50kb,nos1apb,sig. positive,10,10
50kb,nostrin,sig. negative,7,7
50kb,nostrin,sig. positive,5,5
50kb,noxa1,sig. negative,15,15
50kb,noxa1,sig. positive,18,18
50kb,noxo1a,sig. negative,4,4
50kb,noxo1a,sig. positive,6,6
50kb,npm3,sig. negative,13,13
50kb,npm3,sig. positive,14,14
50kb,npsn,sig. negative,7,7
50kb,npsn,sig. positive,8,8
50kb,nptxra,sig. negative,1,1
50kb,npvf,sig. negative,1,1
50kb,nr1d2a,sig. negative,20,20
50kb,nr1d2a,sig. positive,15,15
50kb,nr2f6b,sig. positive,1,1
50kb,nr3c2,sig. negative,11,11
50kb,nr3c2,sig. positive,16,16
50kb,nr5a1a,sig. negative,16,16
50kb,nr5a1a,sig. positive,16,16
50kb,nrbf2b,sig. positive,1,1
50kb,nrip2,sig. negative,9,9
50kb,nrip2,sig. positive,6,6
50kb,nrl,sig. negative,5,5
50kb,nrl,sig. positive,7,7
50kb,nrros,sig. negative,17,17
50kb,nrros,sig. positive,17,17
50kb,nrsn1,sig. negative,3,3
50kb,nrsn1,sig. positive,2,2
50kb,nrxn2a,sig. negative,18,18
50kb,nrxn2a,sig. positive,17,17
50kb,nrxn3a,sig. positive,2,2
50kb,nsfl1c,sig. negative,5,5
50kb,nsfl1c,sig. positive,5,5
50kb,nsl1,sig. negative,7,7
50kb,nsl1,sig. positive,8,8
50kb,ntn1b,sig. negative,10,10
50kb,ntn1b,sig. positive,7,7
50kb,ntn5,sig. negative,20,20
50kb,ntn5,sig. positive,17,17
50kb,nucb2a,sig. positive,1,1
50kb,numa1,sig. negative,5,5
50kb,numa1,sig. positive,8,8
50kb,nup35,sig. negative,17,17
50kb,nup35,sig. positive,11,11
50kb,nup50,sig. negative,7,7
50kb,nup50,sig. positive,6,6
50kb,nup93,sig. positive,1,1
50kb,nvl,sig. negative,12,12
50kb,nvl,sig. positive,12,12
50kb,nwd1,sig. positive,1,1
50kb,nxpe3,sig. negative,6,6
50kb,nxpe3,sig. positive,5,5
50kb,nyap2b,sig. negative,13,13
50kb,nyap2b,sig. positive,13,13
50kb,oard1,sig. positive,1,1
50kb,oaz1b,sig. negative,7,7
50kb,oaz1b,sig. positive,7,7
50kb,obsl1b,sig. negative,9,9
50kb,obsl1b,sig. positive,7,7
50kb,ocrl,sig. negative,2,2
50kb,ocrl,sig. positive,1,1
50kb,odc1,sig. negative,2,2
50kb,odc1,sig. positive,2,2
50kb,ogal,sig. negative,1,1
50kb,ogna,sig. negative,3,3
50kb,ogna,sig. positive,5,5
50kb,ogt.1,sig. negative,12,12
50kb,ogt.1,sig. positive,15,15
50kb,olfcb1,sig. negative,3,3
50kb,olfcb1,sig. positive,1,1
50kb,olfcq11,sig. negative,9,9
50kb,olfcq11,sig. positive,8,8
50kb,olfcq18,sig. negative,1,1
50kb,olfcq18,sig. positive,1,1
50kb,olfcu1,sig. negative,10,10
50kb,olfcu1,sig. positive,13,13
50kb,olfcx3,sig. positive,2,2
50kb,olfm2a,sig. negative,1,1
50kb,olfm2a,sig. positive,4,4
50kb,olfml2ba,sig. negative,2,2
50kb,omgb,sig. negative,13,13
50kb,omgb,sig. positive,16,16
50kb,onecut2,sig. negative,8,8
50kb,onecut2,sig. positive,10,10
50kb,onecut3b,sig. negative,2,2
50kb,onecut3b,sig. positive,2,2
50kb,opn9,sig. negative,4,4
50kb,opn9,sig. positive,7,7
50kb,oprk1,sig. negative,9,9
50kb,oprk1,sig. positive,11,11
50kb,or137-8,sig. negative,3,3
50kb,or137-8,sig. positive,2,2
50kb,orc4,sig. negative,8,8
50kb,orc4,sig. positive,8,8
50kb,ormdl1,sig. positive,1,1
50kb,ormdl3,sig. negative,11,11
50kb,ormdl3,sig. positive,14,14
50kb,osbpl7,sig. positive,1,1
50kb,osr1,sig. negative,16,16
50kb,osr1,sig. positive,17,17
50kb,ostm1,sig. negative,2,2
50kb,ostm1,sig. positive,1,1
50kb,otomp,sig. negative,12,12
50kb,otomp,sig. positive,6,6
50kb,ovgp1,sig. negative,18,18
50kb,ovgp1,sig. positive,14,14
50kb,p4ha3,sig. negative,6,6
50kb,p4ha3,sig. positive,10,10
50kb,pabpc4,sig. negative,16,16
50kb,pabpc4,sig. positive,15,15
50kb,pabpn1l,sig. negative,21,21
50kb,pabpn1l,sig. positive,16,16
50kb,pacrg,sig. negative,14,14
50kb,pacrg,sig. positive,11,11
50kb,pafah1b1b,sig. negative,5,5
50kb,pafah1b1b,sig. positive,8,8
50kb,paip2b,sig. negative,13,13
50kb,paip2b,sig. positive,8,8
50kb,pak2a,sig. negative,4,4
50kb,pak2a,sig. positive,2,2
50kb,pan3,sig. positive,1,1
50kb,pane1,sig. negative,17,17
50kb,pane1,sig. positive,13,13
50kb,panx1b,sig. negative,1,1
50kb,panx1b,sig. positive,1,1
50kb,pard3bb,sig. negative,12,12
50kb,pard3bb,sig. positive,9,9
50kb,parga,sig. negative,1,1
50kb,parga,sig. positive,3,3
50kb,parm1,sig. negative,12,12
50kb,parm1,sig. positive,14,14
50kb,parvg,sig. negative,14,14
50kb,parvg,sig. positive,21,21
50kb,pask,sig. positive,2,2
50kb,patl1,sig. negative,3,3
50kb,patl1,sig. positive,4,4
50kb,pbld2,sig. negative,4,4
50kb,pbld2,sig. positive,5,5
50kb,pbx1a,sig. negative,16,16
50kb,pbx1a,sig. positive,18,18
50kb,pbxip1b,sig. negative,18,18
50kb,pbxip1b,sig. positive,19,19
50kb,pcdh17,sig. positive,3,3
50kb,pcdh1a3,sig. negative,19,19
50kb,pcdh1a3,sig. positive,13,13
50kb,pcdh1g18,sig. negative,6,6
50kb,pcdh1g18,sig. positive,4,4
50kb,pcdh1g26,sig. negative,12,12
50kb,pcdh1g26,sig. positive,13,13
50kb,pcdh1g3,sig. negative,10,10
50kb,pcdh1g3,sig. positive,14,14
50kb,pcdh1g33,sig. negative,16,16
50kb,pcdh1g33,sig. positive,11,11
50kb,pcdh1gb9,sig. negative,18,18
50kb,pcdh1gb9,sig. positive,14,14
50kb,pcdh1gc6,sig. negative,13,13
50kb,pcdh1gc6,sig. positive,13,13
50kb,pcdh2ab10,sig. negative,9,9
50kb,pcdh2ab10,sig. positive,8,8
50kb,pcdh2ab3,sig. negative,1,1
50kb,pcdh9,sig. negative,5,5
50kb,pcdh9,sig. positive,4,4
50kb,pcmt,sig. negative,1,1
50kb,pcmtd1,sig. negative,1,1
50kb,pcmtd1,sig. positive,1,1
50kb,pcyt1bb,sig. negative,14,14
50kb,pcyt1bb,sig. positive,13,13
50kb,pdcd10b,sig. negative,1,1
50kb,pdcd10b,sig. positive,1,1
50kb,pde4d,sig. negative,6,6
50kb,pde4d,sig. positive,5,5
50kb,pde5ab,sig. negative,8,8
50kb,pde5ab,sig. positive,2,2
50kb,pdia5,sig. negative,5,5
50kb,pdia5,sig. positive,6,6
50kb,pdia7,sig. negative,3,3
50kb,pdia7,sig. positive,1,1
50kb,pdzrn3a,sig. negative,13,13
50kb,pdzrn3a,sig. positive,15,15
50kb,per1b,sig. negative,4,4
50kb,per1b,sig. positive,4,4
50kb,pex19,sig. negative,1,1
50kb,pfdn1,sig. negative,15,15
50kb,pfdn1,sig. positive,19,19
50kb,pfdn5,sig. negative,12,12
50kb,pfdn5,sig. positive,15,15
50kb,pfkfb2a,sig. negative,3,3
50kb,pfkfb2a,sig. positive,5,5
50kb,pfkfb2b,sig. negative,1,1
50kb,pfklb,sig. negative,1,1
50kb,pfn1,sig. negative,10,10
50kb,pfn1,sig. positive,15,15
50kb,pgam5,sig. negative,10,10
50kb,pgam5,sig. positive,6,6
50kb,pgls,sig. negative,3,3
50kb,pgls,sig. positive,2,2
50kb,pglyrp5,sig. negative,6,6
50kb,pglyrp5,sig. positive,7,7
50kb,pgm3,sig. negative,2,2
50kb,pgm3,sig. positive,2,2
50kb,pgm5,sig. negative,18,18
50kb,pgm5,sig. positive,17,17
50kb,phactr2,sig. negative,6,6
50kb,phactr2,sig. positive,9,9
50kb,phactr3a,sig. negative,7,7
50kb,phactr3a,sig. positive,8,8
50kb,phactr4a,sig. negative,2,2
50kb,phactr4a,sig. positive,1,1
50kb,phax,sig. negative,13,13
50kb,phax,sig. positive,12,12
50kb,phb2b,sig. negative,8,8
50kb,phb2b,sig. positive,7,7
50kb,phc2a,sig. positive,1,1
50kb,phf13,sig. negative,1,1
50kb,phf13,sig. positive,5,5
50kb,phf21aa,sig. negative,6,6
50kb,phf21aa,sig. positive,7,7
50kb,phf21ab,sig. negative,1,1
50kb,phf21ab,sig. positive,1,1
50kb,phf24,sig. negative,7,7
50kb,phf24,sig. positive,4,4
50kb,phka1b,sig. negative,11,11
50kb,phka1b,sig. positive,14,14
50kb,phka2,sig. negative,20,20
50kb,phka2,sig. positive,17,17
50kb,phkg1b,sig. negative,6,6
50kb,phkg1b,sig. positive,6,6
50kb,phkg2,sig. negative,1,1
50kb,phkg2,sig. positive,3,3
50kb,phlda3,sig. negative,1,1
50kb,phpt1,sig. negative,2,2
50kb,phpt1,sig. positive,1,1
50kb,phtf1,sig. negative,14,14
50kb,phtf1,sig. positive,20,20
50kb,phyhip,sig. negative,6,6
50kb,phyhip,sig. positive,8,8
50kb,pi4kab,sig. negative,3,3
50kb,pi4kab,sig. positive,4,4
50kb,pigb,sig. negative,1,1
50kb,pigb,sig. positive,2,2
50kb,pigrl4.2,sig. negative,1,1
50kb,pih1d1,sig. positive,1,1
50kb,pik3c2g,sig. negative,4,4
50kb,pik3c2g,sig. positive,5,5
50kb,pik3r6b,sig. negative,2,2
50kb,pik3r6b,sig. positive,1,1
50kb,pimr117,sig. negative,3,3
50kb,pimr117,sig. positive,2,2
50kb,pimr118,sig. negative,6,6
50kb,pimr118,sig. positive,3,3
50kb,pimr119,sig. negative,1,1
50kb,pimr129,sig. negative,19,19
50kb,pimr129,sig. positive,18,18
50kb,pimr138,sig. negative,1,1
50kb,pimr140,sig. negative,11,11
50kb,pimr140,sig. positive,11,11
50kb,pimr144,sig. negative,2,2
50kb,pimr144,sig. positive,1,1
50kb,pimr152,sig. negative,2,2
50kb,pimr152,sig. positive,2,2
50kb,pimr157,sig. positive,1,1
50kb,pimr169,sig. negative,1,1
50kb,pimr175,sig. positive,2,2
50kb,pimr179,sig. negative,10,10
50kb,pimr179,sig. positive,11,11
50kb,pimr193,sig. negative,18,18
50kb,pimr193,sig. positive,14,14
50kb,pimr201,sig. negative,9,9
50kb,pimr201,sig. positive,7,7
50kb,pimr213,sig. positive,2,2
50kb,pimr214,sig. negative,3,3
50kb,pimr214,sig. positive,2,2
50kb,pimr76,sig. negative,1,1
50kb,pin4,sig. negative,17,17
50kb,pin4,sig. positive,18,18
50kb,pip5k1aa,sig. negative,3,3
50kb,pip5k1aa,sig. positive,5,5
50kb,pip5k1bb,sig. negative,2,2
50kb,pip5k1bb,sig. positive,1,1
50kb,pip5k1ca,sig. negative,5,5
50kb,pip5k1ca,sig. positive,8,8
50kb,pip5kl1,sig. negative,12,12
50kb,pip5kl1,sig. positive,10,10
50kb,pjvk,sig. negative,9,9
50kb,pjvk,sig. positive,8,8
50kb,pkd1a,sig. negative,17,17
50kb,pkd1a,sig. positive,16,16
50kb,pkd1l2a,sig. negative,18,18
50kb,pkd1l2a,sig. positive,17,17
50kb,pknox2,sig. negative,1,1
50kb,pknox2,sig. positive,2,2
50kb,pla2g12b,sig. negative,1,1
50kb,pla2g6,sig. positive,1,1
50kb,pla2r1,sig. negative,2,2
50kb,pla2r1,sig. positive,1,1
50kb,plac8.1,sig. negative,18,18
50kb,plac8.1,sig. positive,16,16
50kb,plaua,sig. negative,3,3
50kb,plaua,sig. positive,3,3
50kb,plcd1b,sig. negative,7,7
50kb,plcd1b,sig. positive,7,7
50kb,pld6,sig. negative,17,17
50kb,pld6,sig. positive,19,19
50kb,plekha6,sig. negative,9,9
50kb,plekha6,sig. positive,12,12
50kb,plekhf2,sig. negative,8,8
50kb,plekhf2,sig. positive,7,7
50kb,plekhg5b,sig. positive,4,4
50kb,plekhm3,sig. negative,1,1
50kb,plk1,sig. positive,1,1
50kb,plk2a,sig. negative,21,21
50kb,plk2a,sig. positive,15,15
50kb,plpbp,sig. positive,1,1
50kb,plpp4,sig. negative,12,12
50kb,plpp4,sig. positive,9,9
50kb,plppr3b,sig. negative,11,11
50kb,plppr3b,sig. positive,14,14
50kb,plrg1,sig. negative,16,16
50kb,plrg1,sig. positive,21,21
50kb,plxdc1,sig. negative,6,6
50kb,plxdc1,sig. positive,4,4
50kb,pmela,sig. negative,10,10
50kb,pmela,sig. positive,13,13
50kb,pnisr,sig. negative,11,11
50kb,pnisr,sig. positive,10,10
50kb,pnocb,sig. negative,10,10
50kb,pnocb,sig. positive,9,9
50kb,pnpla8,sig. negative,23,23
50kb,pnpla8,sig. positive,13,13
50kb,polr1e,sig. negative,2,2
50kb,polr2b,sig. negative,1,1
50kb,polr2c,sig. negative,23,23
50kb,polr2c,sig. positive,14,14
50kb,pop5,sig. negative,2,2
50kb,pop5,sig. positive,2,2
50kb,popdc3,sig. positive,1,1
50kb,ppardb,sig. negative,3,3
50kb,ppardb,sig. positive,3,3
50kb,ppcdc,sig. negative,1,1
50kb,ppcdc,sig. positive,3,3
50kb,ppfibp2a,sig. negative,2,2
50kb,ppil6,sig. negative,13,13
50kb,ppil6,sig. positive,16,16
50kb,ppip5k1b,sig. negative,7,7
50kb,ppip5k1b,sig. positive,8,8
50kb,ppm1f,sig. negative,13,13
50kb,ppm1f,sig. positive,12,12
50kb,ppp1r12c,sig. negative,2,2
50kb,ppp1r12c,sig. positive,7,7
50kb,ppp1r15a,sig. negative,8,8
50kb,ppp1r15a,sig. positive,8,8
50kb,ppp1r1c,sig. negative,4,4
50kb,ppp1r1c,sig. positive,1,1
50kb,ppp1r3aa,sig. negative,1,1
50kb,ppp1r3aa,sig. positive,1,1
50kb,ppp2r2bb,sig. negative,14,14
50kb,ppp2r2bb,sig. positive,10,10
50kb,ppp3ca,sig. negative,17,17
50kb,ppp3ca,sig. positive,13,13
50kb,ppp4r3b,sig. negative,2,2
50kb,ppp4r3b,sig. positive,7,7
50kb,prcp,sig. negative,1,1
50kb,prcp,sig. positive,1,1
50kb,prdm10,sig. negative,7,7
50kb,prdm10,sig. positive,9,9
50kb,prdm11,sig. negative,1,1
50kb,prdm11,sig. positive,1,1
50kb,prdm12b,sig. positive,2,2
50kb,prdx1,sig. negative,17,17
50kb,prdx1,sig. positive,18,18
50kb,prelid3a,sig. negative,1,1
50kb,prex1,sig. negative,2,2
50kb,prex1,sig. positive,2,2
50kb,prf1.5,sig. negative,6,6
50kb,prf1.5,sig. positive,7,7
50kb,prkacbb,sig. negative,4,4
50kb,prkacbb,sig. positive,7,7
50kb,prkar1b,sig. negative,15,15
50kb,prkar1b,sig. positive,14,14
50kb,prkcab,sig. negative,1,1
50kb,prkcab,sig. positive,1,1
50kb,prkcda,sig. negative,3,3
50kb,prkcda,sig. positive,1,1
50kb,prkcq,sig. negative,9,9
50kb,prkcq,sig. positive,6,6
50kb,prkcz,sig. negative,7,7
50kb,prkcz,sig. positive,3,3
50kb,prkg3,sig. negative,12,12
50kb,prkg3,sig. positive,19,19
50kb,prlhr2b,sig. negative,1,1
50kb,prlhr2b,sig. positive,1,1
50kb,prmt6,sig. negative,1,1
50kb,prmt8b,sig. negative,21,21
50kb,prmt8b,sig. positive,15,15
50kb,prnpb,sig. negative,2,2
50kb,prnpb,sig. positive,1,1
50kb,prom1a,sig. negative,15,15
50kb,prom1a,sig. positive,14,14
50kb,pros1,sig. negative,15,15
50kb,pros1,sig. positive,19,19
50kb,prpf18,sig. negative,1,1
50kb,prpf18,sig. positive,1,1
50kb,prph,sig. positive,3,3
50kb,prph2lb,sig. negative,4,4
50kb,prph2lb,sig. positive,3,3
50kb,prps1a,sig. positive,1,1
50kb,prr13,sig. negative,2,2
50kb,prr13,sig. positive,2,2
50kb,prrc2c,sig. negative,3,3
50kb,prrc2c,sig. positive,4,4
50kb,prrt2,sig. positive,2,2
50kb,prss12,sig. negative,10,10
50kb,prss12,sig. positive,8,8
50kb,prss23,sig. negative,15,15
50kb,prss23,sig. positive,13,13
50kb,prtgb,sig. negative,1,1
50kb,prtgb,sig. positive,3,3
50kb,psmb11a,sig. negative,11,11
50kb,psmb11a,sig. positive,11,11
50kb,psmb12,sig. negative,10,10
50kb,psmb12,sig. positive,11,11
50kb,psmc1a,sig. negative,18,18
50kb,psmc1a,sig. positive,15,15
50kb,psmc2,sig. negative,9,9
50kb,psmc2,sig. positive,9,9
50kb,psmd11b,sig. negative,13,13
50kb,psmd11b,sig. positive,17,17
50kb,ptbp2b,sig. negative,2,2
50kb,ptbp2b,sig. positive,8,8
50kb,ptcd3,sig. negative,16,16
50kb,ptcd3,sig. positive,13,13
50kb,ptena,sig. negative,2,2
50kb,ptena,sig. positive,1,1
50kb,ptgdsb.1,sig. negative,18,18
50kb,ptgdsb.1,sig. positive,14,14
50kb,ptger1a,sig. negative,8,8
50kb,ptger1a,sig. positive,4,4
50kb,ptger4b,sig. negative,9,9
50kb,ptger4b,sig. positive,9,9
50kb,pth2rb,sig. negative,2,2
50kb,pth4,sig. negative,1,1
50kb,pth4,sig. positive,1,1
50kb,ptk2ba,sig. negative,5,5
50kb,ptk2ba,sig. positive,5,5
50kb,ptpa,sig. negative,14,14
50kb,ptpa,sig. positive,17,17
50kb,ptpmt1,sig. negative,8,8
50kb,ptpmt1,sig. positive,9,9
50kb,ptpn18,sig. negative,10,10
50kb,ptpn18,sig. positive,11,11
50kb,ptpn9b,sig. negative,11,11
50kb,ptpn9b,sig. positive,15,15
50kb,ptprc,sig. negative,3,3
50kb,ptprc,sig. positive,1,1
50kb,ptprk,sig. negative,7,7
50kb,ptprk,sig. positive,4,4
50kb,ptprua,sig. negative,2,2
50kb,ptprua,sig. positive,1,1
50kb,ptx3a,sig. negative,13,13
50kb,ptx3a,sig. positive,12,12
50kb,pum2,sig. negative,2,2
50kb,pum2,sig. positive,7,7
50kb,purbb,sig. negative,11,11
50kb,purbb,sig. positive,12,12
50kb,pvalb1,sig. negative,9,9
50kb,pvalb1,sig. positive,10,10
50kb,pvalb4,sig. negative,18,18
50kb,pvalb4,sig. positive,13,13
50kb,pxmp2,sig. negative,13,13
50kb,pxmp2,sig. positive,16,16
50kb,pygo1,sig. negative,18,18
50kb,pygo1,sig. positive,18,18
50kb,qdpra,sig. negative,3,3
50kb,qdpra,sig. positive,3,3
50kb,qsox2,sig. negative,2,2
50kb,qsox2,sig. positive,2,2
50kb,quo,sig. negative,5,5
50kb,quo,sig. positive,8,8
50kb,r3hdm2,sig. negative,14,14
50kb,r3hdm2,sig. positive,18,18
50kb,rab18b,sig. negative,1,1
50kb,rab23,sig. negative,7,7
50kb,rab23,sig. positive,8,8
50kb,rab27a,sig. negative,3,3
50kb,rab27a,sig. positive,3,3
50kb,rab27b,sig. negative,14,14
50kb,rab27b,sig. positive,14,14
50kb,rab38b,sig. negative,1,1
50kb,rab3b,sig. negative,2,2
50kb,rab3b,sig. positive,3,3
50kb,rab3ip,sig. negative,2,2
50kb,rab3ip,sig. positive,2,2
50kb,rab41,sig. negative,3,3
50kb,rab41,sig. positive,1,1
50kb,rab5aa,sig. negative,2,2
50kb,rab6ba,sig. negative,15,15
50kb,rab6ba,sig. positive,21,21
50kb,rab9b,sig. negative,14,14
50kb,rab9b,sig. positive,15,15
50kb,rabggta,sig. negative,14,14
50kb,rabggta,sig. positive,14,14
50kb,rac2,sig. negative,3,3
50kb,rac2,sig. positive,3,3
50kb,rack1,sig. negative,3,3
50kb,rack1,sig. positive,3,3
50kb,rad23b,sig. negative,17,17
50kb,rad23b,sig. positive,20,20
50kb,rad54l,sig. negative,2,2
50kb,rad54l,sig. positive,1,1
50kb,raf1b,sig. negative,17,17
50kb,raf1b,sig. positive,18,18
50kb,ralbp1,sig. positive,1,1
50kb,ranbp10,sig. negative,1,1
50kb,rap1ab,sig. negative,5,5
50kb,rap1ab,sig. positive,1,1
50kb,rapgef1a,sig. negative,5,5
50kb,rapgef1a,sig. positive,2,2
50kb,raph1b,sig. negative,9,9
50kb,raph1b,sig. positive,6,6
50kb,rapsn,sig. negative,1,1
50kb,raraa,sig. negative,6,6
50kb,raraa,sig. positive,5,5
50kb,rars2,sig. negative,2,2
50kb,rars2,sig. positive,1,1
50kb,rasa3,sig. negative,2,2
50kb,rasa3,sig. positive,3,3
50kb,rasd3,sig. negative,14,14
50kb,rasd3,sig. positive,9,9
50kb,rasef,sig. negative,2,2
50kb,rasef,sig. positive,3,3
50kb,rbb4l,sig. negative,11,11
50kb,rbb4l,sig. positive,12,12
50kb,rbl2,sig. negative,2,2
50kb,rbm26,sig. negative,8,8
50kb,rbm26,sig. positive,7,7
50kb,rbm33b,sig. positive,1,1
50kb,rbm39a,sig. negative,9,9
50kb,rbm39a,sig. positive,10,10
50kb,rbm4.3,sig. negative,12,12
50kb,rbm4.3,sig. positive,12,12
50kb,rbm6,sig. positive,1,1
50kb,rbms1a,sig. negative,3,3
50kb,rbms1a,sig. positive,6,6
50kb,rbmx2,sig. negative,6,6
50kb,rbmx2,sig. positive,8,8
50kb,rbpjb,sig. negative,7,7
50kb,rbpjb,sig. positive,6,6
50kb,rcan3,sig. negative,5,5
50kb,rcan3,sig. positive,8,8
50kb,rcc2,sig. negative,18,18
50kb,rcc2,sig. positive,19,19
50kb,rcl1,sig. negative,16,16
50kb,rcl1,sig. positive,18,18
50kb,rcvrn2,sig. negative,1,1
50kb,rd3,sig. negative,1,1
50kb,recql5,sig. negative,16,16
50kb,recql5,sig. positive,17,17
50kb,reep2,sig. negative,9,9
50kb,reep2,sig. positive,7,7
50kb,rfc3,sig. negative,1,1
50kb,rfc3,sig. positive,1,1
50kb,rflna,sig. negative,12,12
50kb,rflna,sig. positive,16,16
50kb,rfx2,sig. negative,10,10
50kb,rfx2,sig. positive,7,7
50kb,rfxap,sig. negative,2,2
50kb,rfxap,sig. positive,4,4
50kb,rgcc,sig. negative,1,1
50kb,rgcc,sig. positive,1,1
50kb,rgl3a,sig. negative,4,4
50kb,rgl3a,sig. positive,5,5
50kb,rgmb,sig. negative,8,8
50kb,rgmb,sig. positive,8,8
50kb,rgmd,sig. negative,20,20
50kb,rgmd,sig. positive,17,17
50kb,rgs17,sig. negative,12,12
50kb,rgs17,sig. positive,13,13
50kb,rgs19,sig. negative,6,6
50kb,rgs19,sig. positive,7,7
50kb,rgs7b,sig. negative,9,9
50kb,rgs7b,sig. positive,12,12
50kb,rgs8,sig. negative,9,9
50kb,rgs8,sig. positive,9,9
50kb,rhbdf1b,sig. negative,14,14
50kb,rhbdf1b,sig. positive,14,14
50kb,rhcga,sig. negative,2,2
50kb,rhcga,sig. positive,3,3
50kb,rhd,sig. negative,1,1
50kb,rhd,sig. positive,1,1
50kb,rhobtb1,sig. negative,5,5
50kb,rhobtb1,sig. positive,3,3
50kb,rhobtb2b,sig. negative,1,1
50kb,rhobtb2b,sig. positive,2,2
50kb,rhof,sig. negative,2,2
50kb,rhof,sig. positive,4,4
50kb,rhogb,sig. positive,1,1
50kb,rhoq,sig. negative,18,18
50kb,rhoq,sig. positive,16,16
50kb,rhot2,sig. negative,1,1
50kb,rhot2,sig. positive,2,2
50kb,rhpn2,sig. negative,18,18
50kb,rhpn2,sig. positive,15,15
50kb,ribc1,sig. negative,15,15
50kb,ribc1,sig. positive,18,18
50kb,rif1,sig. negative,6,6
50kb,rif1,sig. positive,10,10
50kb,rimkla,sig. negative,17,17
50kb,rimkla,sig. positive,18,18
50kb,rims1b,sig. negative,1,1
50kb,ripply2,sig. negative,2,2
50kb,ripply2,sig. positive,2,2
50kb,rlbp1b,sig. negative,2,2
50kb,rln1,sig. negative,5,5
50kb,rln1,sig. positive,5,5
50kb,rmdn2,sig. negative,1,1
50kb,rnasel4,sig. positive,1,1
50kb,rnd1b,sig. negative,13,13
50kb,rnd1b,sig. positive,10,10
50kb,rnf183,sig. negative,1,1
50kb,rnf19a,sig. negative,11,11
50kb,rnf19a,sig. positive,12,12
50kb,rnf207a,sig. negative,17,17
50kb,rnf207a,sig. positive,19,19
50kb,rnf216,sig. negative,3,3
50kb,rnf216,sig. positive,3,3
50kb,rnf220a,sig. negative,13,13
50kb,rnf220a,sig. positive,13,13
50kb,rnf25,sig. negative,14,14
50kb,rnf25,sig. positive,12,12
50kb,rnf34a,sig. negative,2,2
50kb,rnf34a,sig. positive,2,2
50kb,rnf38,sig. negative,1,1
50kb,rngtt,sig. negative,10,10
50kb,rngtt,sig. positive,12,12
50kb,rnps1,sig. negative,1,1
50kb,robo2,sig. negative,17,17
50kb,robo2,sig. positive,14,14
50kb,robo4,sig. negative,1,1
50kb,robo4,sig. positive,1,1
50kb,rp9,sig. negative,3,3
50kb,rp9,sig. positive,2,2
50kb,rpe65a,sig. negative,6,6
50kb,rpe65a,sig. positive,3,3
50kb,rpl10,sig. negative,1,1
50kb,rpl14,sig. negative,2,2
50kb,rpl14,sig. positive,1,1
50kb,rpl15,sig. negative,2,2
50kb,rpl15,sig. positive,4,4
50kb,rpl22l1,sig. negative,7,7
50kb,rpl22l1,sig. positive,8,8
50kb,rpl31,sig. negative,6,6
50kb,rpl31,sig. positive,3,3
50kb,rpl32,sig. negative,7,7
50kb,rpl32,sig. positive,6,6
50kb,rpl34,sig. positive,1,1
50kb,rpl39,sig. negative,2,2
50kb,rpl39,sig. positive,2,2
50kb,rpl6,sig. negative,3,3
50kb,rpl6,sig. positive,1,1
50kb,rprd1b,sig. negative,4,4
50kb,rprd1b,sig. positive,3,3
50kb,rprm3,sig. negative,16,16
50kb,rprm3,sig. positive,19,19
50kb,rps18,sig. negative,5,5
50kb,rps18,sig. positive,4,4
50kb,rps27.1,sig. negative,12,12
50kb,rps27.1,sig. positive,10,10
50kb,rps27a,sig. negative,1,1
50kb,rps27a,sig. positive,1,1
50kb,rps29,sig. negative,3,3
