window,gene,category,count,count_ols
50kb,rps29,sig. positive,3,3
50kb,rps6ka1,sig. negative,3,3
50kb,rps6ka1,sig. positive,2,2
50kb,rps6ka3a,sig. negative,18,18
50kb,rps6ka3a,sig. positive,19,19
50kb,rps6kal,sig. positive,1,1
50kb,rps6kb1a,sig. negative,19,19
50kb,rps6kb1a,sig. positive,18,18
50kb,rpusd2,sig. negative,16,16
50kb,rpusd2,sig. positive,10,10
50kb,rpusd4,sig. negative,1,1
50kb,rpusd4,sig. positive,4,4
50kb,rpz4,sig. negative,4,4
50kb,rpz4,sig. positive,3,3
50kb,rragcb,sig. negative,15,15
50kb,rragcb,sig. positive,15,15
50kb,rrp36,sig. negative,9,9
50kb,rrp36,sig. positive,6,6
50kb,rsph10b,sig. negative,10,10
50kb,rsph10b,sig. positive,14,14
50kb,rspo3,sig. positive,1,1
50kb,rtca,sig. negative,9,9
50kb,rtca,sig. positive,14,14
50kb,rtf1,sig. negative,3,3
50kb,rtf1,sig. positive,4,4
50kb,rx1,sig. negative,5,5
50kb,rx1,sig. positive,5,5
50kb,rxfp2l,sig. negative,15,15
50kb,rxfp2l,sig. positive,21,21
50kb,rxrbb,sig. negative,1,1
50kb,rxrgb,sig. negative,11,11
50kb,rxrgb,sig. positive,7,7
50kb,rxylt1,sig. negative,1,1
50kb,rxylt1,sig. positive,1,1
50kb,ryk,sig. negative,2,2
50kb,ryk,sig. positive,1,1
50kb,s100a11,sig. negative,9,9
50kb,s100a11,sig. positive,9,9
50kb,s100b,sig. negative,16,16
50kb,s100b,sig. positive,16,16
50kb,s100v2,sig. negative,1,1
50kb,sacm1la,sig. positive,1,1
50kb,sall1a,sig. negative,13,13
50kb,sall1a,sig. positive,20,20
50kb,sall3b,sig. negative,1,1
50kb,samsn1b,sig. negative,2,2
50kb,samsn1b,sig. positive,2,2
50kb,sars1,sig. negative,12,12
50kb,sars1,sig. positive,8,8
50kb,sat1a.1,sig. negative,16,16
50kb,sat1a.1,sig. positive,18,18
50kb,sat1b,sig. negative,1,1
50kb,sat1b,sig. positive,1,1
50kb,sbf1,sig. positive,1,1
50kb,sc:d156,sig. negative,2,2
50kb,sc:d156,sig. positive,1,1
50kb,sc:d189,sig. negative,1,1
50kb,sc:d189,sig. positive,1,1
50kb,scaf4a,sig. negative,3,3
50kb,scaf4a,sig. positive,3,3
50kb,scamp4,sig. negative,11,11
50kb,scamp4,sig. positive,10,10
50kb,scarf1,sig. negative,15,15
50kb,scarf1,sig. positive,9,9
50kb,scg5,sig. positive,2,2
50kb,scgn,sig. negative,15,15
50kb,scgn,sig. positive,12,12
50kb,scn1laa,sig. negative,11,11
50kb,scn1laa,sig. positive,10,10
50kb,sco1,sig. negative,7,7
50kb,sco1,sig. positive,8,8
50kb,scpep1,sig. negative,7,7
50kb,scpep1,sig. positive,9,9
50kb,scpp7,sig. negative,1,1
50kb,scrn2,sig. negative,7,7
50kb,scrn2,sig. positive,8,8
50kb,scxb,sig. negative,3,3
50kb,scxb,sig. positive,2,2
50kb,sdcbp2,sig. positive,1,1
50kb,sdccag8,sig. negative,1,1
50kb,sdccag8,sig. positive,1,1
50kb,sdhb,sig. negative,2,2
50kb,sdhb,sig. positive,1,1
50kb,sec13,sig. negative,6,6
50kb,sec13,sig. positive,11,11
50kb,sec24a,sig. negative,14,14
50kb,sec24a,sig. positive,15,15
50kb,sec24b,sig. negative,10,10
50kb,sec24b,sig. positive,7,7
50kb,sec61g,sig. negative,1,1
50kb,sec61g,sig. positive,2,2
50kb,selenol,sig. negative,7,7
50kb,selenol,sig. positive,5,5
50kb,selenon,sig. positive,1,1
50kb,sema3bl,sig. negative,12,12
50kb,sema3bl,sig. positive,9,9
50kb,sema4bb,sig. negative,11,11
50kb,sema4bb,sig. positive,12,12
50kb,sema4gb,sig. negative,20,20
50kb,sema4gb,sig. positive,17,17
50kb,sema7a,sig. negative,18,18
50kb,sema7a,sig. positive,17,17
50kb,serpina1l,sig. negative,22,22
50kb,serpina1l,sig. positive,13,13
50kb,serpinb1l3,sig. negative,1,1
50kb,serpinb1l3,sig. positive,1,1
50kb,serpinc1,sig. negative,8,8
50kb,serpinc1,sig. positive,8,8
50kb,serpine2,sig. negative,1,1
50kb,serpine2,sig. positive,2,2
50kb,serpinf2a,sig. negative,3,3
50kb,serpinf2a,sig. positive,3,3
50kb,serpinh1a,sig. negative,3,3
50kb,serpinh1a,sig. positive,2,2
50kb,sesn1,sig. negative,16,16
50kb,sesn1,sig. positive,17,17
50kb,sestd1,sig. negative,6,6
50kb,sestd1,sig. positive,9,9
50kb,setbp1,sig. negative,8,8
50kb,setbp1,sig. positive,3,3
50kb,setd1a,sig. negative,2,2
50kb,setd1a,sig. positive,4,4
50kb,setdb1b,sig. negative,2,2
50kb,setdb1b,sig. positive,1,1
50kb,setmar,sig. negative,3,3
50kb,setmar,sig. positive,4,4
50kb,sez6l,sig. positive,1,1
50kb,sf3b4,sig. negative,13,13
50kb,sf3b4,sig. positive,13,13
50kb,sfr1,sig. positive,1,1
50kb,sfxn4,sig. positive,1,1
50kb,sgcb,sig. negative,2,2
50kb,sgcb,sig. positive,1,1
50kb,sgsm1b,sig. negative,6,6
50kb,sgsm1b,sig. positive,5,5
50kb,sh2d4a,sig. negative,7,7
50kb,sh2d4a,sig. positive,4,4
50kb,sh2d4bb,sig. negative,3,3
50kb,sh2d4bb,sig. positive,1,1
50kb,sh3bp5b,sig. negative,3,3
50kb,sh3bp5b,sig. positive,4,4
50kb,sh3d19,sig. negative,2,2
50kb,sh3d19,sig. positive,1,1
50kb,sh3pxd2b,sig. negative,12,12
50kb,sh3pxd2b,sig. positive,11,11
50kb,sh3rf1,sig. negative,1,1
50kb,shcbp1,sig. negative,15,15
50kb,shcbp1,sig. positive,14,14
50kb,shdb,sig. negative,13,13
50kb,shdb,sig. positive,12,12
50kb,shha,sig. negative,13,13
50kb,shha,sig. positive,13,13
50kb,shisa9b,sig. negative,20,20
50kb,shisa9b,sig. positive,12,12
50kb,shox,sig. negative,8,8
50kb,shox,sig. positive,10,10
50kb,si:busm1-194e12.8,sig. positive,1,1
50kb,si:cabz01007794.1,sig. negative,1,1
50kb,si:cabz01007794.1,sig. positive,1,1
50kb,si:ch1073-126c3.2,sig. negative,10,10
50kb,si:ch1073-126c3.2,sig. positive,14,14
50kb,si:ch1073-153i20.5,sig. negative,5,5
50kb,si:ch1073-153i20.5,sig. positive,5,5
50kb,si:ch1073-15f19.2,sig. negative,2,2
50kb,si:ch1073-15f19.2,sig. positive,1,1
50kb,si:ch1073-184j22.2,sig. negative,13,13
50kb,si:ch1073-184j22.2,sig. positive,11,11
50kb,si:ch1073-220m6.1,sig. negative,14,14
50kb,si:ch1073-220m6.1,sig. positive,19,19
50kb,si:ch1073-357b18.4,sig. negative,16,16
50kb,si:ch1073-357b18.4,sig. positive,10,10
50kb,si:ch1073-376c22.1,sig. negative,2,2
50kb,si:ch1073-376c22.1,sig. positive,2,2
50kb,si:ch1073-429i10.3,sig. positive,1,1
50kb,si:ch1073-440b2.1,sig. negative,1,1
50kb,si:ch1073-75o15.4,sig. negative,16,16
50kb,si:ch1073-75o15.4,sig. positive,15,15
50kb,si:ch211-102c2.8,sig. negative,18,18
50kb,si:ch211-102c2.8,sig. positive,19,19
50kb,si:ch211-103f14.3,sig. negative,13,13
50kb,si:ch211-103f14.3,sig. positive,14,14
50kb,si:ch211-105j21.9,sig. negative,1,1
50kb,si:ch211-105j21.9,sig. positive,1,1
50kb,si:ch211-106h4.12,sig. negative,14,14
50kb,si:ch211-106h4.12,sig. positive,16,16
50kb,si:ch211-107o10.3,sig. negative,8,8
50kb,si:ch211-107o10.3,sig. positive,3,3
50kb,si:ch211-108c17.2,sig. negative,1,1
50kb,si:ch211-108c17.2,sig. positive,1,1
50kb,si:ch211-110p13.9,sig. negative,9,9
50kb,si:ch211-110p13.9,sig. positive,10,10
50kb,si:ch211-112c15.8,sig. negative,15,15
50kb,si:ch211-112c15.8,sig. positive,15,15
50kb,si:ch211-113d22.2,sig. negative,7,7
50kb,si:ch211-113d22.2,sig. positive,5,5
50kb,si:ch211-114c12.2,sig. negative,12,12
50kb,si:ch211-114c12.2,sig. positive,8,8
50kb,si:ch211-114l13.1,sig. negative,2,2
50kb,si:ch211-116o3.5,sig. negative,1,1
50kb,si:ch211-117l17.4,sig. negative,11,11
50kb,si:ch211-117l17.4,sig. positive,9,9
50kb,si:ch211-11c3.9,sig. negative,3,3
50kb,si:ch211-11c3.9,sig. positive,3,3
50kb,si:ch211-122f10.4,sig. negative,5,5
50kb,si:ch211-122f10.4,sig. positive,5,5
50kb,si:ch211-125e6.11,sig. negative,10,10
50kb,si:ch211-125e6.11,sig. positive,14,14
50kb,si:ch211-127i16.2,sig. negative,2,2
50kb,si:ch211-127i16.2,sig. positive,2,2
50kb,si:ch211-12e13.12,sig. negative,5,5
50kb,si:ch211-12e13.12,sig. positive,1,1
50kb,si:ch211-12p12.2,sig. positive,1,1
50kb,si:ch211-132b12.1,sig. negative,9,9
50kb,si:ch211-132b12.1,sig. positive,5,5
50kb,si:ch211-132b12.3,sig. negative,1,1
50kb,si:ch211-132b12.3,sig. positive,2,2
50kb,si:ch211-136m16.8,sig. negative,13,13
50kb,si:ch211-136m16.8,sig. positive,15,15
50kb,si:ch211-137i24.12,sig. negative,8,8
50kb,si:ch211-137i24.12,sig. positive,4,4
50kb,si:ch211-140b10.6,sig. negative,15,15
50kb,si:ch211-140b10.6,sig. positive,11,11
50kb,si:ch211-141o9.10,sig. negative,1,1
50kb,si:ch211-141o9.10,sig. positive,1,1
50kb,si:ch211-145b13.6,sig. negative,1,1
50kb,si:ch211-149a19.3,sig. positive,2,2
50kb,si:ch211-149b19.4,sig. negative,3,3
50kb,si:ch211-149b19.4,sig. positive,4,4
50kb,si:ch211-149e23.4,sig. negative,15,15
50kb,si:ch211-149e23.4,sig. positive,15,15
50kb,si:ch211-14c7.2,sig. negative,9,9
50kb,si:ch211-14c7.2,sig. positive,5,5
50kb,si:ch211-153l6.6,sig. negative,3,3
50kb,si:ch211-153l6.6,sig. positive,5,5
50kb,si:ch211-156l18.6,sig. negative,4,4
50kb,si:ch211-156l18.6,sig. positive,2,2
50kb,si:ch211-157b11.12,sig. negative,12,12
50kb,si:ch211-157b11.12,sig. positive,15,15
50kb,si:ch211-159i8.4,sig. negative,1,1
50kb,si:ch211-159i8.4,sig. positive,2,2
50kb,si:ch211-15j1.1,sig. negative,1,1
50kb,si:ch211-15j1.4,sig. negative,1,1
50kb,si:ch211-15j1.4,sig. positive,1,1
50kb,si:ch211-161h7.5,sig. negative,19,19
50kb,si:ch211-161h7.5,sig. positive,17,17
50kb,si:ch211-165f21.7,sig. negative,3,3
50kb,si:ch211-165f21.7,sig. positive,5,5
50kb,si:ch211-168f7.5,sig. negative,10,10
50kb,si:ch211-168f7.5,sig. positive,7,7
50kb,si:ch211-171l17.4,sig. positive,1,1
50kb,si:ch211-175l6.1,sig. negative,11,11
50kb,si:ch211-175l6.1,sig. positive,9,9
50kb,si:ch211-175l6.2,sig. negative,8,8
50kb,si:ch211-175l6.2,sig. positive,7,7
50kb,si:ch211-180a12.2,sig. negative,12,12
50kb,si:ch211-180a12.2,sig. positive,11,11
50kb,si:ch211-183d21.1,sig. negative,1,1
50kb,si:ch211-183d21.1,sig. positive,4,4
50kb,si:ch211-186e20.7,sig. negative,5,5
50kb,si:ch211-186e20.7,sig. positive,3,3
50kb,si:ch211-189a15.5,sig. negative,18,18
50kb,si:ch211-189a15.5,sig. positive,16,16
50kb,si:ch211-193e13.5,sig. negative,20,20
50kb,si:ch211-193e13.5,sig. positive,17,17
50kb,si:ch211-194k22.8,sig. negative,16,16
50kb,si:ch211-194k22.8,sig. positive,20,20
50kb,si:ch211-194m7.4,sig. negative,5,5
50kb,si:ch211-194m7.4,sig. positive,3,3
50kb,si:ch211-194m7.8,sig. positive,2,2
50kb,si:ch211-196f2.6,sig. negative,15,15
50kb,si:ch211-196f2.6,sig. positive,15,15
50kb,si:ch211-196h16.5,sig. positive,1,1
50kb,si:ch211-197h24.9,sig. negative,6,6
50kb,si:ch211-197h24.9,sig. positive,3,3
50kb,si:ch211-1f22.1,sig. positive,1,1
50kb,si:ch211-200p22.4,sig. negative,1,1
50kb,si:ch211-202f3.3,sig. negative,8,8
50kb,si:ch211-202f3.3,sig. positive,5,5
50kb,si:ch211-209j12.2,sig. positive,3,3
50kb,si:ch211-209n20.1,sig. negative,1,1
50kb,si:ch211-210c8.6,sig. negative,10,10
50kb,si:ch211-210c8.6,sig. positive,8,8
50kb,si:ch211-212d10.2,sig. negative,3,3
50kb,si:ch211-212k18.9,sig. negative,1,1
50kb,si:ch211-212k18.9,sig. positive,1,1
50kb,si:ch211-213d14.1,sig. negative,1,1
50kb,si:ch211-213d14.1,sig. positive,2,2
50kb,si:ch211-214k5.3,sig. positive,1,1
50kb,si:ch211-214p16.2,sig. negative,19,19
50kb,si:ch211-214p16.2,sig. positive,13,13
50kb,si:ch211-217i17.1,sig. negative,2,2
50kb,si:ch211-217i17.1,sig. positive,2,2
50kb,si:ch211-217k17.12,sig. negative,3,3
50kb,si:ch211-217k17.12,sig. positive,1,1
50kb,si:ch211-222f23.6,sig. positive,1,1
50kb,si:ch211-222l21.1,sig. negative,16,16
50kb,si:ch211-222l21.1,sig. positive,16,16
50kb,si:ch211-227p7.1,sig. negative,1,1
50kb,si:ch211-229d2.5,sig. negative,2,2
50kb,si:ch211-229d2.5,sig. positive,2,2
50kb,si:ch211-230g15.5,sig. negative,15,15
50kb,si:ch211-230g15.5,sig. positive,17,17
50kb,si:ch211-232d10.1,sig. negative,1,1
50kb,si:ch211-232d10.1,sig. positive,2,2
50kb,si:ch211-232m10.6,sig. negative,9,9
50kb,si:ch211-232m10.6,sig. positive,6,6
50kb,si:ch211-234p6.5,sig. negative,2,2
50kb,si:ch211-234p6.5,sig. positive,1,1
50kb,si:ch211-235f1.3,sig. positive,1,1
50kb,si:ch211-235i11.4,sig. negative,13,13
50kb,si:ch211-235i11.4,sig. positive,14,14
50kb,si:ch211-241j12.3,sig. negative,11,11
50kb,si:ch211-241j12.3,sig. positive,11,11
50kb,si:ch211-242e8.1,sig. negative,3,3
50kb,si:ch211-242e8.1,sig. positive,3,3
50kb,si:ch211-244o22.2,sig. negative,3,3
50kb,si:ch211-244o22.2,sig. positive,2,2
50kb,si:ch211-246m6.5,sig. negative,19,19
50kb,si:ch211-246m6.5,sig. positive,14,14
50kb,si:ch211-250k18.7,sig. negative,1,1
50kb,si:ch211-254p10.2,sig. negative,12,12
50kb,si:ch211-254p10.2,sig. positive,10,10
50kb,si:ch211-256m1.8,sig. negative,2,2
50kb,si:ch211-256m1.8,sig. positive,1,1
50kb,si:ch211-261a10.5,sig. negative,20,20
50kb,si:ch211-261a10.5,sig. positive,13,13
50kb,si:ch211-261n11.8,sig. positive,1,1
50kb,si:ch211-266a5.12,sig. negative,1,1
50kb,si:ch211-266a5.12,sig. positive,2,2
50kb,si:ch211-274k16.2,sig. positive,1,1
50kb,si:ch211-276i12.9,sig. positive,1,1
50kb,si:ch211-282j17.12,sig. negative,1,1
50kb,si:ch211-282j17.12,sig. positive,2,2
50kb,si:ch211-284e20.8,sig. negative,17,17
50kb,si:ch211-284e20.8,sig. positive,16,16
50kb,si:ch211-284k5.2,sig. negative,15,15
50kb,si:ch211-284k5.2,sig. positive,11,11
50kb,si:ch211-40k21.5,sig. negative,5,5
50kb,si:ch211-40k21.5,sig. positive,8,8
50kb,si:ch211-51a6.2,sig. negative,1,1
50kb,si:ch211-51h4.2,sig. negative,17,17
50kb,si:ch211-51h4.2,sig. positive,17,17
50kb,si:ch211-69b22.5,sig. negative,19,19
50kb,si:ch211-69b22.5,sig. positive,15,15
50kb,si:ch211-69b7.6,sig. negative,5,5
50kb,si:ch211-69b7.6,sig. positive,5,5
50kb,si:ch211-76m11.3,sig. negative,1,1
50kb,si:ch211-79k12.1,sig. negative,2,2
50kb,si:ch211-79k12.1,sig. positive,3,3
50kb,si:ch211-8c17.3,sig. positive,2,2
50kb,si:ch73-109d9.2,sig. negative,1,1
50kb,si:ch73-109d9.2,sig. positive,4,4
50kb,si:ch73-109i22.2,sig. positive,1,1
50kb,si:ch73-144l3.1,sig. positive,1,1
50kb,si:ch73-160i9.1,sig. negative,13,13
50kb,si:ch73-160i9.1,sig. positive,20,20
50kb,si:ch73-173h19.3,sig. negative,6,6
50kb,si:ch73-173h19.3,sig. positive,12,12
50kb,si:ch73-204p21.2,sig. negative,1,1
50kb,si:ch73-212j7.3,sig. negative,8,8
50kb,si:ch73-212j7.3,sig. positive,11,11
50kb,si:ch73-233f7.1,sig. negative,7,7
50kb,si:ch73-233f7.1,sig. positive,9,9
50kb,si:ch73-233m11.2,sig. negative,1,1
50kb,si:ch73-233m11.2,sig. positive,1,1
50kb,si:ch73-236c18.2,sig. negative,2,2
50kb,si:ch73-236c18.2,sig. positive,1,1
50kb,si:ch73-236c18.3,sig. negative,15,15
50kb,si:ch73-236c18.3,sig. positive,16,16
50kb,si:ch73-261i21.5,sig. negative,8,8
50kb,si:ch73-261i21.5,sig. positive,6,6
50kb,si:ch73-299h12.9,sig. negative,14,14
50kb,si:ch73-299h12.9,sig. positive,9,9
50kb,si:ch73-304f21.1,sig. negative,1,1
50kb,si:ch73-304f21.1,sig. positive,2,2
50kb,si:ch73-330k17.3,sig. negative,7,7
50kb,si:ch73-330k17.3,sig. positive,6,6
50kb,si:ch73-347e22.4,sig. negative,9,9
50kb,si:ch73-347e22.4,sig. positive,9,9
50kb,si:ch73-366l1.5,sig. negative,2,2
50kb,si:ch73-366l1.5,sig. positive,2,2
50kb,si:ch73-367f21.6,sig. negative,1,1
50kb,si:ch73-367f21.6,sig. positive,1,1
50kb,si:ch73-41e3.7,sig. negative,16,16
50kb,si:ch73-41e3.7,sig. positive,19,19
50kb,si:ch73-43g23.1,sig. negative,16,16
50kb,si:ch73-43g23.1,sig. positive,20,20
50kb,si:ch73-44m9.1,sig. positive,1,1
50kb,si:ch73-50f9.4,sig. negative,2,2
50kb,si:ch73-50f9.4,sig. positive,1,1
50kb,si:ch73-52f15.5,sig. positive,1,1
50kb,si:ch73-52p7.1,sig. negative,14,14
50kb,si:ch73-52p7.1,sig. positive,17,17
50kb,si:ch73-59p9.2,sig. negative,2,2
50kb,si:ch73-59p9.2,sig. positive,2,2
50kb,si:ch73-90p23.1,sig. negative,4,4
50kb,si:ch73-90p23.1,sig. positive,3,3
50kb,si:dkey-103d23.3,sig. negative,1,1
50kb,si:dkey-105h12.2,sig. negative,1,1
50kb,si:dkey-105h12.2,sig. positive,1,1
50kb,si:dkey-111e8.4,sig. positive,2,2
50kb,si:dkey-118k5.3,sig. negative,3,3
50kb,si:dkey-118k5.3,sig. positive,2,2
50kb,si:dkey-119f1.1,sig. negative,2,2
50kb,si:dkey-119f1.1,sig. positive,2,2
50kb,si:dkey-11o15.5,sig. negative,13,13
50kb,si:dkey-11o15.5,sig. positive,14,14
50kb,si:dkey-121n8.7,sig. negative,2,2
50kb,si:dkey-124l13.1,sig. negative,3,3
50kb,si:dkey-126g1.9,sig. negative,2,2
50kb,si:dkey-126g1.9,sig. positive,2,2
50kb,si:dkey-12h9.6,sig. negative,2,2
50kb,si:dkey-12h9.6,sig. positive,1,1
50kb,si:dkey-148a17.5,sig. negative,3,3
50kb,si:dkey-148a17.5,sig. positive,5,5
50kb,si:dkey-14d8.1,sig. negative,1,1
50kb,si:dkey-14d8.22,sig. negative,14,14
50kb,si:dkey-14d8.22,sig. positive,17,17
50kb,si:dkey-150i13.2,sig. positive,1,1
50kb,si:dkey-157l19.2,sig. negative,19,19
50kb,si:dkey-157l19.2,sig. positive,17,17
50kb,si:dkey-15h8.15,sig. negative,6,6
50kb,si:dkey-15h8.15,sig. positive,6,6
50kb,si:dkey-15j16.3,sig. negative,9,9
50kb,si:dkey-15j16.3,sig. positive,5,5
50kb,si:dkey-174m14.3,sig. negative,17,17
50kb,si:dkey-174m14.3,sig. positive,15,15
50kb,si:dkey-179j5.5,sig. negative,10,10
50kb,si:dkey-179j5.5,sig. positive,11,11
50kb,si:dkey-17m8.1,sig. negative,1,1
50kb,si:dkey-182g1.10,sig. negative,2,2
50kb,si:dkey-182g1.10,sig. positive,2,2
50kb,si:dkey-182g1.6,sig. negative,1,1
50kb,si:dkey-182i3.9,sig. negative,1,1
50kb,si:dkey-183p4.10,sig. negative,1,1
50kb,si:dkey-183p4.10,sig. positive,1,1
50kb,si:dkey-188g12.1,sig. negative,9,9
50kb,si:dkey-188g12.1,sig. positive,15,15
50kb,si:dkey-193p11.2,sig. negative,7,7
50kb,si:dkey-193p11.2,sig. positive,12,12
50kb,si:dkey-194g4.1,sig. negative,1,1
50kb,si:dkey-19a16.12,sig. negative,9,9
50kb,si:dkey-19a16.12,sig. positive,8,8
50kb,si:dkey-19b23.7,sig. negative,1,1
50kb,si:dkey-19b23.8,sig. negative,6,6
50kb,si:dkey-19b23.8,sig. positive,3,3
50kb,si:dkey-19e4.5,sig. negative,15,15
50kb,si:dkey-19e4.5,sig. positive,17,17
50kb,si:dkey-1b17.1,sig. negative,17,17
50kb,si:dkey-1b17.1,sig. positive,13,13
50kb,si:dkey-1b17.9,sig. positive,1,1
50kb,si:dkey-1d7.3,sig. negative,1,1
50kb,si:dkey-1d7.3,sig. positive,2,2
50kb,si:dkey-204f11.64,sig. negative,14,14
50kb,si:dkey-204f11.64,sig. positive,11,11
50kb,si:dkey-20i20.2,sig. negative,2,2
50kb,si:dkey-20i20.2,sig. positive,1,1
50kb,si:dkey-211g8.8,sig. negative,3,3
50kb,si:dkey-211g8.8,sig. positive,3,3
50kb,si:dkey-217m5.8,sig. negative,1,1
50kb,si:dkey-219c3.2,sig. negative,4,4
50kb,si:dkey-219c3.2,sig. positive,4,4
50kb,si:dkey-219e21.4,sig. negative,15,15
50kb,si:dkey-219e21.4,sig. positive,22,22
50kb,si:dkey-221j11.3,sig. negative,12,12
50kb,si:dkey-221j11.3,sig. positive,21,21
50kb,si:dkey-222h21.10,sig. negative,1,1
50kb,si:dkey-222h21.10,sig. positive,2,2
50kb,si:dkey-222h21.12,sig. negative,1,1
50kb,si:dkey-222h21.6,sig. negative,2,2
50kb,si:dkey-222h21.6,sig. positive,1,1
50kb,si:dkey-226l10.6,sig. negative,18,18
50kb,si:dkey-226l10.6,sig. positive,15,15
50kb,si:dkey-228a15.1,sig. negative,3,3
50kb,si:dkey-228a15.1,sig. positive,3,3
50kb,si:dkey-229d11.5,sig. negative,17,17
50kb,si:dkey-229d11.5,sig. positive,20,20
50kb,si:dkey-22i16.9,sig. positive,1,1
50kb,si:dkey-238d18.3,sig. negative,1,1
50kb,si:dkey-238d18.4,sig. negative,1,1
50kb,si:dkey-239j18.2,sig. negative,10,10
50kb,si:dkey-239j18.2,sig. positive,9,9
50kb,si:dkey-23a13.17,sig. negative,5,5
50kb,si:dkey-23a13.17,sig. positive,8,8
50kb,si:dkey-23a13.22,sig. positive,2,2
50kb,si:dkey-23a23.2,sig. negative,16,16
50kb,si:dkey-23a23.2,sig. positive,19,19
50kb,si:dkey-23f9.11,sig. negative,2,2
50kb,si:dkey-23f9.11,sig. positive,1,1
50kb,si:dkey-240h12.4,sig. negative,2,2
50kb,si:dkey-240h12.4,sig. positive,3,3
50kb,si:dkey-241l7.4,sig. negative,1,1
50kb,si:dkey-241l7.4,sig. positive,2,2
50kb,si:dkey-246j7.1,sig. negative,2,2
50kb,si:dkey-253d23.3,sig. negative,9,9
50kb,si:dkey-253d23.3,sig. positive,5,5
50kb,si:dkey-260g12.1,sig. positive,1,1
50kb,si:dkey-261e22.4,sig. negative,13,13
50kb,si:dkey-261e22.4,sig. positive,14,14
50kb,si:dkey-261m9.6,sig. negative,17,17
50kb,si:dkey-261m9.6,sig. positive,20,20
50kb,si:dkey-267j14.7,sig. negative,19,19
50kb,si:dkey-267j14.7,sig. positive,13,13
50kb,si:dkey-26g8.5,sig. negative,14,14
50kb,si:dkey-26g8.5,sig. positive,14,14
50kb,si:dkey-276j7.2,sig. negative,18,18
50kb,si:dkey-276j7.2,sig. positive,19,19
50kb,si:dkey-27b3.4,sig. negative,9,9
50kb,si:dkey-27b3.4,sig. positive,11,11
50kb,si:dkey-27n6.1,sig. positive,1,1
50kb,si:dkey-283b1.6,sig. negative,11,11
50kb,si:dkey-283b1.6,sig. positive,11,11
50kb,si:dkey-285b23.4,sig. negative,15,15
50kb,si:dkey-285b23.4,sig. positive,13,13
50kb,si:dkey-287g12.6,sig. positive,1,1
50kb,si:dkey-288a3.2,sig. negative,1,1
50kb,si:dkey-288a3.2,sig. positive,1,1
50kb,si:dkey-28d5.3,sig. negative,1,1
50kb,si:dkey-28d5.3,sig. positive,2,2
50kb,si:dkey-28n18.9,sig. negative,10,10
50kb,si:dkey-28n18.9,sig. positive,10,10
50kb,si:dkey-29p10.4,sig. negative,4,4
50kb,si:dkey-29p10.4,sig. positive,2,2
50kb,si:dkey-30k22.5,sig. negative,2,2
50kb,si:dkey-30k22.5,sig. positive,2,2
50kb,si:dkey-34d22.2,sig. negative,5,5
50kb,si:dkey-34d22.2,sig. positive,3,3
50kb,si:dkey-42l23.2,sig. negative,5,5
50kb,si:dkey-42l23.2,sig. positive,2,2
50kb,si:dkey-43p13.5,sig. negative,10,10
50kb,si:dkey-43p13.5,sig. positive,15,15
50kb,si:dkey-46g23.2,sig. negative,8,8
50kb,si:dkey-46g23.2,sig. positive,6,6
50kb,si:dkey-4c15.13,sig. negative,13,13
50kb,si:dkey-4c15.13,sig. positive,14,14
50kb,si:dkey-56m19.5,sig. negative,10,10
50kb,si:dkey-56m19.5,sig. positive,9,9
50kb,si:dkey-59l11.10,sig. negative,1,1
50kb,si:dkey-63d15.12,sig. positive,1,1
50kb,si:dkey-65j4.2,sig. positive,1,1
50kb,si:dkey-66i24.8,sig. negative,8,8
50kb,si:dkey-66i24.8,sig. positive,9,9
50kb,si:dkey-71l4.4,sig. positive,1,1
50kb,si:dkey-72l17.5,sig. negative,1,1
50kb,si:dkey-72l17.5,sig. positive,1,1
50kb,si:dkey-76k16.5,sig. negative,6,6
50kb,si:dkey-76k16.5,sig. positive,4,4
50kb,si:dkey-78a14.4,sig. negative,8,8
50kb,si:dkey-78a14.4,sig. positive,7,7
50kb,si:dkey-78l4.12,sig. negative,19,19
50kb,si:dkey-78l4.12,sig. positive,17,17
50kb,si:dkey-79d12.4,sig. negative,20,20
50kb,si:dkey-79d12.4,sig. positive,17,17
50kb,si:dkey-7i4.24,sig. negative,7,7
50kb,si:dkey-7i4.24,sig. positive,11,11
50kb,si:dkey-7j14.5,sig. negative,15,15
50kb,si:dkey-7j14.5,sig. positive,21,21
50kb,si:dkey-82o10.4,sig. negative,1,1
50kb,si:dkey-83f18.10,sig. negative,17,17
50kb,si:dkey-83f18.10,sig. positive,20,20
50kb,si:dkey-85k15.4,sig. negative,12,12
50kb,si:dkey-85k15.4,sig. positive,8,8
50kb,si:dkey-85k7.7,sig. negative,9,9
50kb,si:dkey-85k7.7,sig. positive,11,11
50kb,si:dkey-87o1.2,sig. negative,8,8
50kb,si:dkey-87o1.2,sig. positive,7,7
50kb,si:dkey-90l23.1,sig. negative,5,5
50kb,si:dkey-90l23.1,sig. positive,10,10
50kb,si:dkey-90l23.2,sig. negative,12,12
50kb,si:dkey-90l23.2,sig. positive,12,12
50kb,si:dkey-93h22.8,sig. positive,1,1
50kb,si:dkey-93l1.6,sig. negative,17,17
50kb,si:dkey-93l1.6,sig. positive,20,20
50kb,si:dkey-95h12.1,sig. negative,6,6
50kb,si:dkey-95h12.1,sig. positive,7,7
50kb,si:dkey-96g2.1,sig. negative,13,13
